Subject Name,Characteristics,Lab Subject,Type of Subject,Duration,Requirements,Learning Background,Learning Style,Learning Ability,Teacher Experience,Teaching Pattern,Lab Facility
Machine Design,Experimental,Yes,Core,10,Theoretical,PG,Global,Low,New,Teacher-Centered,Available
Manufacturing Processes,Analytical,No,Elective,40,Lab,PhD,Concrete,Low,Experienced,Teacher-Centered,Available
Manufacturing Processes,Analytical,Yes,Elective,50,Lab,UG,Sequential,Low,Experienced,Indirect Teaching,Not Available
Engineering Mechanics,Design-oriented,Yes,Elective,50,Lab,UG,Field-Dependent,Low,Intermediate,Peer Teaching,Available
Engineering Mechanics,Design-oriented,Yes,Elective,40,Theoretical,PG,Reflective,High,New,Expert,Available
Control Systems,Experimental,Yes,Elective,10,Theoretical,UG,Intuitive,Low,New,Group Approach,Available
Manufacturing Processes,Design-oriented,No,Core,20,Lab,UG,Concrete,High,Experienced,Executive,Not Available
Manufacturing Processes,Experimental,No,Core,50,Lab,PhD,Reflective,High,Intermediate,Conservative,Available
Engineering Mechanics,Design-oriented,Yes,Elective,30,Theoretical,UG,Tactile,Low,Experienced,Legislative,Available
Manufacturing Processes,Design-oriented,Yes,Core,50,Lab,UG,Tactile,Medium,Experienced,Local,Not Available
Fluid Mechanics,Design-oriented,Yes,Elective,40,Lab,PG,Intuitive,High,Intermediate,Local,Available
Heat Transfer,Design-oriented,Yes,Core,20,Lab,PhD,Kinesthetic,High,Intermediate,Problem Solving,Available
Control Systems,Experimental,Yes,Elective,20,Theoretical,UG,Global,High,Intermediate,Teacher-Centered,Available
Engineering Mechanics,Analytical,No,Core,50,Lab,PhD,Field-Dependent,Low,New,Legislative,Not Available
Machine Design,Design-oriented,No,Elective,10,Lab,UG,Active,High,New,Teacher-Centered,Available
Engineering Mechanics,Analytical,Yes,Core,20,Theoretical,PG,Sequential,Medium,Experienced,Local,Available
Mechatronics,Experimental,No,Elective,10,Theoretical,UG,Tactile,Low,New,Delegator,Available
Fluid Mechanics,Analytical,Yes,Core,30,Lab,UG,Abstract,Medium,Intermediate,Formal Authority,Not Available
Heat Transfer,Experimental,No,Core,40,Theoretical,PhD,Abstract,High,Intermediate,Global,Not Available
Machine Design,Experimental,No,Core,30,Theoretical,PhD,Intuitive,Medium,Experienced,Personal Model,Available
Computer-Aided Design (CAD),Design-oriented,No,Core,30,Theoretical,PG,Field-Dependent,Low,New,Problem Solving,Not Available
Thermodynamics,Analytical,No,Elective,40,Theoretical,UG,Global,Medium,Experienced,Problem Solving,Not Available
Manufacturing Processes,Analytical,No,Core,20,Lab,UG,Intuitive,High,Experienced,Indirect Teaching,Not Available
Heat Transfer,Experimental,No,Core,20,Lab,UG,Field-Independent,Low,Experienced,Delegator,Available
Engineering Mechanics,Analytical,No,Elective,10,Theoretical,UG,Abstract,Medium,Experienced,Problem Solving,Not Available
Thermodynamics,Analytical,Yes,Core,50,Theoretical,UG,Reflective,Low,Intermediate,Judicial,Available
Control Systems,Design-oriented,Yes,Elective,20,Theoretical,PhD,Impulsive,Low,New,Personal Model,Available
Machine Design,Analytical,Yes,Core,20,Lab,PhD,Field-Dependent,Low,Experienced,Legislative,Available
Heat Transfer,Analytical,Yes,Elective,40,Lab,PG,Auditory,High,Experienced,Indirect Teaching,Available
Engineering Mechanics,Design-oriented,Yes,Elective,30,Theoretical,PhD,Active,Medium,Experienced,Discipline-Centered,Available
Mechanics of Materials,Design-oriented,Yes,Core,10,Lab,UG,Sequential,Low,New,Socratic,Not Available
Computer-Aided Design (CAD),Experimental,Yes,Elective,40,Theoretical,PG,Kinesthetic,Medium,Experienced,Executive,Not Available
Manufacturing Processes,Experimental,No,Elective,10,Lab,PG,Sequential,Medium,New,Delegator,Available
Manufacturing Processes,Experimental,Yes,Core,20,Theoretical,PG,Impulsive,Low,Intermediate,Local,Not Available
Mechatronics,Design-oriented,Yes,Elective,30,Theoretical,PhD,Field-Dependent,Low,Intermediate,Expert,Available
Control Systems,Design-oriented,No,Core,30,Theoretical,PhD,Sequential,Low,Intermediate,Facilitative,Not Available
Machine Design,Experimental,Yes,Elective,50,Theoretical,UG,Field-Independent,Medium,Experienced,Peer Teaching,Not Available
Heat Transfer,Design-oriented,Yes,Elective,30,Lab,UG,Auditory,Medium,Experienced,Expert,Not Available
Heat Transfer,Analytical,Yes,Core,40,Theoretical,PG,Auditory,Medium,Experienced,Delegator,Available
Control Systems,Design-oriented,Yes,Elective,50,Theoretical,PhD,Impulsive,High,New,Local,Available
Fluid Mechanics,Analytical,No,Elective,50,Lab,UG,Tactile,Medium,New,Indirect Teaching,Available
Engineering Mechanics,Design-oriented,No,Elective,10,Lab,UG,Intuitive,Low,New,Expert,Available
Computer-Aided Design (CAD),Design-oriented,No,Core,50,Lab,PG,Reflective,High,Experienced,Facilitative,Available
Engineering Mechanics,Design-oriented,No,Elective,50,Theoretical,PhD,Sequential,Medium,Experienced,Liberal,Not Available
Control Systems,Analytical,Yes,Elective,20,Theoretical,PG,Concrete,Low,New,Delegator,Not Available
Thermodynamics,Experimental,Yes,Core,10,Theoretical,PhD,Sequential,Low,Experienced,Local,Not Available
Machine Design,Analytical,Yes,Elective,50,Theoretical,PhD,Global,Medium,Intermediate,Teacher-Centered,Not Available
Thermodynamics,Experimental,Yes,Elective,10,Lab,UG,Impulsive,Low,New,Facilitative,Available
Manufacturing Processes,Analytical,Yes,Core,20,Theoretical,PG,Abstract,Low,Intermediate,Personal Model,Available
Engineering Mechanics,Analytical,No,Core,20,Lab,PG,Tactile,Low,Experienced,Executive,Available
Machine Design,Analytical,Yes,Core,50,Lab,PG,Auditory,High,Intermediate,Facilitative,Available
Thermodynamics,Experimental,No,Elective,50,Lab,PhD,Intuitive,Low,Intermediate,Legislative,Available
Manufacturing Processes,Analytical,Yes,Core,50,Theoretical,PhD,Kinesthetic,High,New,Global,Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,20,Theoretical,PG,Auditory,High,Experienced,Teacher-Centered,Not Available
Heat Transfer,Experimental,Yes,Elective,50,Theoretical,UG,Impulsive,High,Experienced,Formal Authority,Not Available
Fluid Mechanics,Experimental,Yes,Core,30,Theoretical,PhD,Sequential,High,Intermediate,Liberal,Not Available
Manufacturing Processes,Experimental,No,Elective,10,Lab,UG,Visual,Low,New,Judicial,Not Available
Engineering Mechanics,Analytical,No,Elective,50,Theoretical,PG,Visual,High,New,Judicial,Available
Computer-Aided Design (CAD),Design-oriented,No,Core,30,Theoretical,PG,Global,Medium,Experienced,Conservative,Not Available
Mechatronics,Design-oriented,Yes,Core,30,Theoretical,UG,Impulsive,Low,Experienced,Conservative,Not Available
Manufacturing Processes,Experimental,Yes,Core,50,Theoretical,PG,Intuitive,Low,New,Student-Centered,Not Available
Manufacturing Processes,Analytical,No,Core,40,Theoretical,PhD,Field-Dependent,High,New,Personal Model,Available
Manufacturing Processes,Experimental,No,Core,20,Theoretical,PhD,Tactile,Low,Experienced,Indirect Teaching,Available
Fluid Mechanics,Design-oriented,Yes,Elective,20,Theoretical,PG,Visual,High,Intermediate,Problem Solving,Available
Mechanics of Materials,Analytical,Yes,Core,30,Theoretical,PhD,Tactile,Medium,New,Student-Centered,Available
Engineering Mechanics,Analytical,No,Core,50,Theoretical,PhD,Auditory,High,New,Formal Authority,Available
Computer-Aided Design (CAD),Analytical,No,Core,30,Theoretical,PG,Reflective,Medium,Experienced,Legislative,Available
Fluid Mechanics,Design-oriented,No,Core,20,Lab,UG,Auditory,Low,New,Facilitative,Not Available
Fluid Mechanics,Analytical,Yes,Core,30,Lab,UG,Intuitive,High,Experienced,Didactic,Available
Control Systems,Analytical,No,Elective,20,Theoretical,PhD,Global,High,New,Local,Available
Machine Design,Analytical,No,Core,10,Theoretical,PhD,Auditory,Low,New,Direct Teaching,Available
Computer-Aided Design (CAD),Experimental,No,Core,40,Theoretical,PhD,Kinesthetic,Medium,Intermediate,Peer Teaching,Not Available
Manufacturing Processes,Analytical,No,Core,40,Lab,PhD,Intuitive,High,Experienced,Expert,Available
Machine Design,Experimental,No,Core,30,Theoretical,PG,Abstract,Low,Experienced,Facilitative,Available
Control Systems,Analytical,No,Elective,10,Lab,PG,Abstract,High,Experienced,Executive,Available
Fluid Mechanics,Analytical,No,Elective,40,Theoretical,PG,Impulsive,High,Intermediate,Conservative,Not Available
Mechanics of Materials,Experimental,No,Core,20,Lab,PhD,Concrete,Medium,Intermediate,Personal Model,Not Available
Heat Transfer,Analytical,No,Core,30,Lab,PhD,Sequential,Low,Intermediate,Socratic,Not Available
Computer-Aided Design (CAD),Design-oriented,Yes,Core,50,Theoretical,UG,Visual,High,Intermediate,Formal Authority,Available
Heat Transfer,Experimental,Yes,Core,20,Lab,UG,Field-Dependent,Low,Intermediate,Problem Solving,Not Available
Machine Design,Design-oriented,No,Core,50,Lab,PG,Active,Low,Intermediate,Expert,Available
Manufacturing Processes,Design-oriented,No,Core,40,Lab,PG,Concrete,High,Experienced,Local,Not Available
Machine Design,Design-oriented,No,Elective,10,Theoretical,UG,Field-Independent,Low,Intermediate,Student-Centered,Available
Engineering Mechanics,Design-oriented,Yes,Core,20,Lab,UG,Active,Low,Experienced,Delegator,Not Available
Engineering Mechanics,Design-oriented,No,Elective,40,Theoretical,PG,Global,Low,Experienced,Personal Model,Available
Fluid Mechanics,Experimental,No,Elective,20,Lab,PG,Field-Independent,High,Experienced,Teacher-Centered,Available
Mechanics of Materials,Analytical,No,Elective,40,Theoretical,PG,Abstract,Low,Intermediate,Facilitative,Available
Heat Transfer,Analytical,No,Elective,50,Lab,UG,Impulsive,Medium,Intermediate,Formal Authority,Available
Machine Design,Design-oriented,Yes,Core,40,Lab,PG,Reflective,High,Experienced,Discipline-Centered,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,10,Lab,PhD,Field-Independent,Medium,Intermediate,Formal Authority,Available
Engineering Mechanics,Experimental,Yes,Elective,10,Theoretical,UG,Visual,Medium,Experienced,Peer Teaching,Available
Computer-Aided Design (CAD),Design-oriented,Yes,Elective,40,Theoretical,PG,Active,High,Experienced,Student-Centered,Available
Machine Design,Analytical,No,Core,20,Theoretical,PhD,Concrete,Medium,Intermediate,Student-Centered,Not Available
Mechanics of Materials,Analytical,Yes,Elective,40,Theoretical,PhD,Concrete,Medium,Experienced,Personal Model,Available
Control Systems,Experimental,No,Core,50,Lab,UG,Impulsive,Medium,New,Formal Authority,Available
Mechanics of Materials,Analytical,No,Elective,30,Theoretical,UG,Active,High,Experienced,Legislative,Available
Engineering Mechanics,Design-oriented,Yes,Core,20,Theoretical,PhD,Auditory,Low,Intermediate,Liberal,Not Available
Computer-Aided Design (CAD),Analytical,No,Core,20,Lab,PhD,Visual,Low,New,Teacher-Centered,Not Available
Machine Design,Experimental,No,Elective,20,Theoretical,PG,Reflective,High,Intermediate,Legislative,Not Available
Control Systems,Design-oriented,Yes,Core,10,Lab,PhD,Field-Independent,Low,Intermediate,Indirect Teaching,Not Available
Thermodynamics,Analytical,No,Core,50,Theoretical,PG,Impulsive,High,Intermediate,Direct Teaching,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,30,Lab,UG,Visual,Medium,Experienced,Student-Centered,Not Available
Engineering Mechanics,Experimental,Yes,Elective,20,Theoretical,PhD,Field-Independent,Low,Intermediate,Socratic,Available
Fluid Mechanics,Analytical,No,Core,40,Lab,UG,Abstract,Medium,Experienced,Direct Teaching,Available
Engineering Mechanics,Analytical,Yes,Elective,20,Lab,UG,Auditory,High,Intermediate,Global,Not Available
Mechanics of Materials,Experimental,No,Elective,20,Lab,PG,Abstract,Low,New,Indirect Teaching,Not Available
Machine Design,Design-oriented,Yes,Elective,50,Theoretical,PG,Tactile,Medium,Experienced,Executive,Not Available
Mechanics of Materials,Design-oriented,No,Core,50,Lab,UG,Reflective,Medium,Experienced,Teacher-Centered,Available
Heat Transfer,Analytical,No,Elective,10,Theoretical,PG,Global,High,New,Socratic,Not Available
Mechatronics,Analytical,Yes,Core,40,Theoretical,PhD,Field-Dependent,Low,Experienced,Teacher-Centered,Not Available
Fluid Mechanics,Experimental,No,Core,10,Theoretical,UG,Tactile,Medium,Intermediate,Global,Not Available
Mechanics of Materials,Analytical,Yes,Core,20,Theoretical,PhD,Sequential,Low,Experienced,Direct Teaching,Not Available
Machine Design,Analytical,No,Core,10,Lab,PG,Field-Dependent,Low,Experienced,Judicial,Not Available
Fluid Mechanics,Experimental,Yes,Core,30,Lab,PhD,Intuitive,High,Intermediate,Peer Teaching,Not Available
Fluid Mechanics,Analytical,Yes,Core,30,Lab,PG,Kinesthetic,Low,Intermediate,Indirect Teaching,Not Available
Thermodynamics,Design-oriented,Yes,Elective,40,Theoretical,PG,Kinesthetic,Low,Intermediate,Direct Teaching,Not Available
Mechatronics,Analytical,No,Core,50,Lab,PhD,Sequential,Low,Intermediate,Executive,Available
Manufacturing Processes,Experimental,No,Core,10,Lab,PG,Intuitive,Medium,Intermediate,Facilitative,Not Available
Control Systems,Design-oriented,Yes,Elective,30,Lab,PhD,Field-Independent,Medium,Intermediate,Facilitative,Available
Thermodynamics,Experimental,Yes,Core,40,Lab,PG,Auditory,High,New,Legislative,Not Available
Engineering Mechanics,Analytical,No,Core,30,Theoretical,UG,Kinesthetic,High,Experienced,Problem Solving,Not Available
Heat Transfer,Analytical,No,Elective,40,Theoretical,UG,Active,Low,Intermediate,Discipline-Centered,Not Available
Engineering Mechanics,Experimental,No,Core,20,Lab,UG,Abstract,Medium,New,Global,Not Available
Thermodynamics,Analytical,No,Core,50,Lab,UG,Field-Dependent,Low,New,Personal Model,Available
Mechatronics,Experimental,Yes,Core,50,Theoretical,PG,Kinesthetic,Medium,Intermediate,Conservative,Available
Control Systems,Analytical,No,Core,50,Theoretical,PG,Active,Medium,Experienced,Local,Not Available
Machine Design,Experimental,Yes,Core,10,Theoretical,UG,Concrete,Low,New,Facilitative,Not Available
Mechatronics,Design-oriented,No,Core,10,Lab,UG,Field-Independent,Low,New,Problem Solving,Not Available
Heat Transfer,Experimental,No,Core,10,Theoretical,PG,Sequential,Medium,New,Direct Teaching,Not Available
Mechatronics,Design-oriented,No,Core,20,Theoretical,UG,Field-Dependent,Low,Intermediate,Delegator,Available
Mechanics of Materials,Experimental,No,Core,50,Theoretical,UG,Global,Low,New,Judicial,Available
Engineering Mechanics,Design-oriented,Yes,Elective,50,Lab,PhD,Visual,Medium,Intermediate,Judicial,Not Available
Fluid Mechanics,Analytical,No,Core,10,Lab,PG,Auditory,High,Experienced,Student-Centered,Not Available
Engineering Mechanics,Experimental,No,Core,10,Lab,UG,Field-Independent,High,Experienced,Local,Not Available
Thermodynamics,Experimental,No,Elective,40,Theoretical,UG,Impulsive,High,Experienced,Personal Model,Not Available
Computer-Aided Design (CAD),Design-oriented,Yes,Elective,20,Lab,PG,Field-Dependent,Low,Experienced,Legislative,Available
Manufacturing Processes,Design-oriented,Yes,Core,50,Lab,PhD,Sequential,High,Experienced,Judicial,Available
Mechatronics,Experimental,No,Elective,10,Lab,PhD,Visual,Low,Experienced,Group Approach,Available
Computer-Aided Design (CAD),Design-oriented,No,Elective,20,Theoretical,UG,Intuitive,Low,New,Local,Not Available
Control Systems,Design-oriented,Yes,Core,20,Theoretical,PhD,Kinesthetic,Low,New,Didactic,Not Available
Heat Transfer,Design-oriented,No,Elective,10,Theoretical,PhD,Impulsive,Low,New,Problem Solving,Not Available
Control Systems,Analytical,Yes,Core,40,Theoretical,UG,Field-Dependent,Low,Experienced,Indirect Teaching,Not Available
Engineering Mechanics,Experimental,Yes,Core,50,Lab,UG,Abstract,Medium,Intermediate,Peer Teaching,Available
Engineering Mechanics,Experimental,Yes,Elective,50,Theoretical,PhD,Impulsive,Medium,Intermediate,Peer Teaching,Available
Manufacturing Processes,Design-oriented,No,Elective,50,Lab,PG,Tactile,Medium,Intermediate,Student-Centered,Available
Thermodynamics,Analytical,Yes,Elective,40,Theoretical,UG,Kinesthetic,Low,New,Formal Authority,Available
Control Systems,Design-oriented,No,Elective,20,Theoretical,PG,Concrete,Medium,Experienced,Local,Available
Machine Design,Experimental,No,Core,30,Theoretical,PG,Sequential,Medium,Experienced,Indirect Teaching,Available
Mechanics of Materials,Analytical,Yes,Core,10,Theoretical,PhD,Field-Independent,High,Experienced,Global,Available
Machine Design,Analytical,No,Core,50,Theoretical,UG,Reflective,High,Experienced,Legislative,Available
Heat Transfer,Analytical,Yes,Elective,20,Lab,PhD,Tactile,High,New,Formal Authority,Not Available
Mechatronics,Design-oriented,No,Elective,30,Theoretical,PhD,Abstract,Medium,Experienced,Problem Solving,Available
Computer-Aided Design (CAD),Design-oriented,No,Core,40,Lab,UG,Concrete,High,New,Socratic,Available
Manufacturing Processes,Design-oriented,No,Core,10,Theoretical,PhD,Visual,High,New,Local,Available
Fluid Mechanics,Analytical,Yes,Core,10,Theoretical,PG,Intuitive,Low,New,Local,Available
Mechanics of Materials,Design-oriented,No,Core,40,Theoretical,PhD,Auditory,High,New,Facilitative,Not Available
Fluid Mechanics,Design-oriented,No,Elective,40,Lab,PG,Tactile,High,New,Discipline-Centered,Not Available
Fluid Mechanics,Experimental,Yes,Core,20,Lab,PG,Impulsive,Medium,Intermediate,Facilitative,Available
Fluid Mechanics,Design-oriented,Yes,Core,50,Lab,UG,Reflective,Medium,Experienced,Executive,Available
Thermodynamics,Experimental,No,Elective,20,Theoretical,PG,Global,Medium,Experienced,Group Approach,Not Available
Computer-Aided Design (CAD),Analytical,No,Core,50,Lab,PG,Tactile,Low,Experienced,Formal Authority,Available
Mechanics of Materials,Analytical,Yes,Core,50,Lab,PG,Active,Low,Intermediate,Local,Not Available
Machine Design,Design-oriented,No,Elective,50,Theoretical,UG,Abstract,Low,Intermediate,Teacher-Centered,Not Available
Mechanics of Materials,Experimental,No,Core,40,Lab,PhD,Abstract,Low,Experienced,Judicial,Available
Thermodynamics,Experimental,Yes,Elective,40,Lab,UG,Global,High,Experienced,Delegator,Available
